ID_Original|ID_Required
MUS 2410|MUS 3850
MUS 2410|MUS 3860
MUS 2420|MUS 1000
MUS 2420|MUS 3800
MUS 2430|MUS 1000
MUS 2430|MUS 3800
MUS 2430|MUS 3810
MUS 2440|MUS 1000
MUS 2440|MUS 3800
MUS 2440|MUS 3810
MUS 2450|MUS 1000
MUS 2450|MUS 3800
MUS 2450|MUS 3810
MUS 2460|MUS 2130
MUS 2460|MUS 2140
MUS 2460|MUS 1400
MUS 2460|MUS 1000
MUS 2460|MUS 3800
MUS 2460|MUS 3810
MUS 2460|MUS 3850
MUS 2460|MUS 3860
MUS 2600|MUS 2120
MUS 2600|MUS 2125
MUS 3010|MUS 2100
MUS 3030|MUS 2100
MUS 3110|MUS 3400
MUS 3110|MUS 3410
MUS 3110|MUS 3420
MUS 3110|MUS 3430
MUS 3110|MUS 3440
MUS 3110|MUS 3450
MUS 3110|MUS 4400
MUS 3110|MUS 4410
MUS 3110|MUS 4420
MUS 3110|MUS 4430
MUS 3110|MUS 4440
MUS 3110|MUS 4450
MUS 3300|MUS 2130
MUS 3400|MUS 1000
MUS 3400|MUS 3850
MUS 3410|MUS 1000
MUS 3410|MUS 3800
MUS 3410|MUS 3810
MUS 3410|MUS 3850
MUS 3410|MUS 3860
MUS 3420|MUS 1000
MUS 3420|MUS 3800
MUS 3420|MUS 1000
MUS 3420|MUS 3800
MUS 3430|MUS 1000
MUS 3430|MUS 3800
MUS 3430|MUS 3810
MUS 3440|MUS 1000
MUS 3440|MUS 3800
MUS 3440|MUS 3810
MUS 3450|MUS 1000
MUS 3450|MUS 3800
MUS 3450|MUS 3810
MUS 3460|MUS 1000
MUS 3460|MUS 3800
MUS 3480|MUS 1000
MUS 3480|MUS 3800
MUS 3480|MUS 3810
MUS 3480|MUS 3850
MUS 3480|MUS 3860
MUS 3750|MUS 3400
MUS 3750|MUS 3020
MUS 3750|MUS 3870
MUS 3870|MUS 3970
MUS 3970|MUS 3870
MUS 3970|MUS 3870
MUS 4060|MUS 2120
MUS 4060|MUS 2125
MUS 4080|MUS 4060
MUS 4080|MUS 4060
MUS 4100|MUS 2114
MUS 4110|MUS 2114
MUS 4110|MUS 4100
MUS 4170|MUS 4140
MUS 4400|MUS 1000
MUS 4400|MUS 3850
MUS 4400|MUS 3860
MUS 4410|MUS 1000
MUS 4410|MUS 3800
MUS 4410|MUS 3810
MUS 4410|MUS 3850
MUS 4410|MUS 3860
MUS 4420|MUS 1000
MUS 4420|MUS 3800
MUS 4430|MUS 1000
MUS 4430|MUS 3800
MUS 4430|MUS 3810
MUS 4440|MUS 1000
MUS 4440|MUS 3800
MUS 4440|MUS 3810
MUS 4450|MUS 1000
MUS 4450|MUS 3800
MUS 4450|MUS 3810
MUS 4460|MUS 1000
MUS 4460|MUS 3800
MUS 4460|MUS 3810
MUS 4460|MUS 3850
MUS 4460|MUS 3860
MUS 4460|MUS 4460
MUS 4480|MUS 3480
MUS 4480|MUS 1000
MUS 4480|MUS 3800
MUS 4480|MUS 3810
MUS 4480|MUS 3850
MUS 4480|MUS 3860
MUS 4660|MUS 2660
MUS 4670|MUS 2670
MUS 4840|MUS 2400
MUS 4840|MUS 2390
MUS 5751|MUS 2660
NSCI 3250|CAL 3250
NSCI 3250|SSCI 3250
NSCI 3250|NSCI 3250
NSCI 4468|NSCI 3368
NSCI 4468|PSYC 3368
NSCI 4468|SSCI 3368
NSCI 4468|PSYC 4468
NSCI 4468|NSCI 4468
NSCI 4468|SSCI 4468
NURS 2602|PSYC 2201
NURS 2602|NURS 2821
NURS 2602|NURS 3016
NURS 2821|BIOL 2200
NURS 2821|BIOL 2230
NURS 2821|BIOL 2240
NURS 2821|PSYC 2201
NURS 2821|NURS 2602
NURS 3016|BIOL 2200
NURS 3016|BIOL 2230
NURS 3016|BIOL 2240
NURS 3016|NURS 2602
NURS 3016|NURS 2821
NURS 3026|BIOL 2200
NURS 3026|BIOL 2230
NURS 3026|BIOL 2240
NURS 3080|BIOL 2230
NURS 3080|BIOL 2240
NURS 3080|NURS 3016
NURS 3080|NURS 3082
NURS 3080|NURS 3221
NURS 3082|CHEM 2070
NURS 3082|NURS 3016
NURS 3082|NURS 2821
NURS 3082|NURS 3080
NURS 3082|NURS 3221
NURS 3100|BIOL 2200
NURS 3100|BIOL 2230
NURS 3100|BIOL 2240
NURS 3221|NURS 2602
NURS 3221|NURS 2821
NURS 3221|NURS 3080
NURS 3221|NURS 3082
NURS 3221|NURS 3221
NURS 3633|NURS 3080
NURS 3633|NURS 3082
NURS 3633|NURS 3221
NURS 3633|NURS 3635
NURS 3633|NURS 3640
NURS 3633|NURS 3633
NURS 3635|NURS 3080
NURS 3635|NURS 3082
NURS 3635|NURS 3221
NURS 3635|NURS 3633
NURS 3635|NURS 3640
NURS 3635|NURS 3635
NURS 3640|NURS 2602
NURS 3640|NURS 3633
NURS 3640|NURS 3635
NURS 4222|MATH 1201
NURS 4222|NURS 3640
NURS 4222|NURS 4415
NURS 4222|NURS 4417
NURS 4222|NURS 4222
NURS 4415|NURS 3221
NURS 4415|NURS 3633
NURS 4415|NURS 3635
NURS 4415|NURS 4417
NURS 4415|NURS 4222
NURS 4415|NURS 4415
NURS 4417|NURS 3221
NURS 4417|NURS 3633
NURS 4417|NURS 3635
NURS 4417|NURS 4222
NURS 4417|NURS 4415
NURS 4417|NURS 4417
NURS 4510|NURS 3026
NURS 4510|NURS 3100
NURS 4510|NURS 3610
NURS 4510|NURS 4512
NURS 4512|NURS 3026
NURS 4512|NURS 3100
NURS 4512|NURS 3610
NURS 4512|NURS 4222
NURS 4512|NURS 4510
NURS 4610|NURS 3026
NURS 4610|NURS 3100
NURS 4610|NURS 4612
NURS 4612|NURS 3026
NURS 4612|NURS 3100
NURS 4612|NURS 4222
NURS 4612|NURS 3010
NURS 4612|NURS 4610
NURS 4833|NURS 3221
NURS 4833|NURS 4222
NURS 4833|NURS 4840
NURS 4833|NURS 4920
NURS 4833|NURS 4833
NURS 4840|NURS 3640
NURS 4840|NURS 4222
NURS 4840|NURS 4833
NURS 4840|NURS 4920
NURS 4920|NURS 4415
NURS 4920|NURS 4417
NURS 4920|NURS 4833
NURS 4920|NURS 4840
NURS 5411|NURS 5422
NURS 5433|NURS 5411
NURS 5433|NURS 5422
NURS 5951|NURS 5951
NURS 5952|NURS 5951
NURS 5952|NURS 5952
NURS 6000|NURS 6455
NURS 6100|NURS 6000
NURS 6455|NURS 6011
NURS 6455|NURS 6558
NURS 6588|NURS 6455
NURS 6598|NURS 6588
NURS 6608|NURS 6588
NURS 6608|NURS 6588
NURS 6752|NURS 6000
NURS 6752|NURS 6100
NURS 6752|NURS 6435
NURS 6752|NURS 6548
NURS 6752|NURS 6100
NURS 6752|NURS 6548
NURS 6754|NURS 6752
NURS 6880|NURS 6100
NURS 6880|NURS 6752
NURS 6880|NURS 6585
NURS 6880|NURS 6598
NURS 6880|NURS 6608
NURS 6901|NURS 6980
NURS 6980|NURS 6901
PHIL 3100|PHIL 2100
PHIL 3110|PHIL 2100
PHIL 4100|PHIL 3100
PHYS 1000|MATH 1101
PHYS 1000|MATH 1103
PHYS 1000|MATH 1201
PHYS 1000|MATH 1203
PHYS 1000|MATH 1301
PHYS 1000|MATH 1303
PHYS 1000|MATH 1401
PHYS 1000|MATH 1402
PHYS 1000|MATH 1403
PHYS 1000|MATH 1601
PHYS 1000|MATH 2210
PHYS 2000|MATH 1601
PHYS 2000|PHYS 2500
PHYS 2010|PHYS 2000
PHYS 2010|PHYS 2510
PHYS 2500|MATH 2210
PHYS 2500|MATH 2220
PHYS 2510|MATH 2220
PHYS 2510|PHYS 2500
PHYS 2600|PHYS 2510
PHYS 2600|MATH 2310
PHYS 2700|MATH 2310
PHYS 2700|PHYS 1500
PHYS 2700|PHYS 2510
PHYS 2700|PHYS 2510
PHYS 2700|MATH 2320
PHYS 3050|MATH 3012
PHYS 3050|PHYS 3050
PHYS 3050|MATH 3013
PHYS 3050|MATH 3012
PHYS 3050|PHYS 1000
PHYS 3100|MATH 2310
PHYS 3100|MATH 2320
PHYS 3100|PHYS 1500
PHYS 3100|PHYS 2510
PHYS 3200|PHYS 2510
PHYS 3200|PHYS 3100
PHYS 3400|PHYS 2700
PHYS 3400|PHYS 3100
PHYS 3400|PHYS 2700
PHYS 3500|PHYS 2700
PHYS 3500|PHYS 3100
PHYS 3600|PHYS 2600
PHYS 3600|PHYS 3100
PHYS 3600|PHYS 3300
PHYS 4400|PHYS 3400
PHYS 4600|PHYS 3600
PHYS 4700|PHYS 2700
PHYS 4700|PHYS 3100
PHYS 4700|PHYS 3200
PHYS 4700|PHYS 3400
PHYS 4800|PHYS 3800
PHYS 4800|PHYS 3200
PHYS 4800|PHYS 3400
PHYS 5100|PHYS 3100
PHYS 5400|PHYS 4400
PHYS 5700|PHYS 4700
PHYS 5700|PHYS 4700
PSCI 5751|PSCI 5751
PSCI 5751|PSCI 5752
PSCI 5751|PSCI 5753
PSCI 5752|PSCI 5751
PSCI 5752|PSCI 5752
PSCI 5752|PSCI 5753
PSCI 5753|PSCI 5751
PSCI 5753|PSCI 5752
PSCI 5753|PSCI 5753
PSCI 5951|PSCI 5951
PSCI 5951|PSCI 5952
PSCI 5951|PSCI 5953
PSCI 5952|PSCI 5951
PSCI 5952|PSCI 5952
PSCI 5952|PSCI 5953
PSCI 5953|PSCI 5951
PSCI 5953|PSCI 5952
PSCI 5953|PSCI 5953
PORT 1112|PORT 1111
PSYC 1101|PSYC 1100
PSYC 2201|PSYC 1100
PSYC 3303|PSYC 2201
PSYC 3303|CD 2240
PSYC 3305|PSYC 2201
PSYC 3305|CD 2240
PSYC 3311|PSYC 2210
PSYC 3311|PSYC 2211
PSYC 3318|PSYC 1100
PSYC 3331|PSYC 1100
PSYC 3333|PSYC 1100
PSYC 3334|PSYC 1100
PSYC 3339|PSYC 1100
PSYC 3340|PSYC 1100
PSYC 3341|PSYC 1100
PSYC 3351|PSYC 1100
PSYC 3355|PSYC 1100
PSYC 3355|PSYC 1101
PSYC 3355|PSYC 2210
PSYC 3355|PSYC 2211
PSYC 3357|PSYC 1100
PSYC 3357|PSYC 1101
PSYC 3357|PSYC 2210
PSYC 3357|PSYC 2220
PSYC 3357|PSYC 2211
PSYC 3358|PSYC 2201
PSYC 3358|CD 2240
PSYC 3359|PSYC 1100
PSYC 3359|PSYC 1101
PSYC 3359|PSYC 2210
PSYC 3359|PSYC 2220
PSYC 3359|PSYC 2211
PSYC 3360|PSYC 1100
PSYC 3360|PSYC 1101
PSYC 3360|PSYC 2210
PSYC 3360|PSYC 2220
PSYC 3360|PSYC 2211
PSYC 3362|PSYC 1100
PSYC 3362|PSYC 1101
PSYC 3362|PSYC 2210
PSYC 3362|PSYC 2220
PSYC 3362|PSYC 2211
PSYC 3363|PSYC 1100
PSYC 3363|PSYC 1101
PSYC 3363|PSYC 2210
PSYC 3363|PSYC 2220
PSYC 3363|PSYC 2211
PSYC 3364|PSYC 1100
PSYC 3364|PSYC 1101
PSYC 3364|PSYC 2210
PSYC 3364|PSYC 2220
PSYC 3364|PSYC 2211
PSYC 3365|PSYC 1100
PSYC 3365|PSYC 1101
PSYC 3365|PSYC 2210
PSYC 3365|PSYC 2220
PSYC 3365|PSYC 2211
PSYC 3367|PSYC 1100
PSYC 3367|PSYC 2220
PSYC 3372|PSYC 2201
PSYC 3377|PSYC 1100
PSYC 3377|PSYC 1101
PSYC 3377|PSYC 2210
PSYC 3377|PSYC 2220
PSYC 3377|PSYC 2211
PSYC 3382|PSYC 1100
PSYC 3385|PSYC 1100
PSYC 3386|PSYC 1100
PSYC 3386|PSYC 1101
PSYC 3386|PSYC 2210
PSYC 3386|PSYC 2220
PSYC 3386|PSYC 2211
PSYC 3387|PSYC 1100
PSYC 3390|PSYC 1100
PSYC 3391|PSYC 1100
PSYC 3391|PSYC 2201
PSYC 3391|CD 2240
PSYC 4410|PSYC 2210
PSYC 4421|PSYC 2201
PSYC 4421|PSYC 3311
PSYC 4422|PSYC 3311
PSYC 4422|PSYC 3386
PSYC 4422|PSYC 3390
PSYC 4423|PSYC 3311
PSYC 4423|PSYC 3363
PSYC 4424|PSYC 3311
PSYC 4424|PSYC 3382
PSYC 4425|PSYC 3311
PSYC 4425|PSYC 3385
PSYC 4426|PSYC 3311
PSYC 4426|PSYC 3362
PSYC 4427|PSYC 3311
PSYC 4427|PSYC 3360
PSYC 4427|PSYC 3364
PSYC 4433|PSYC 3311
PSYC 4433|PSYC 3363
PSYC 4468|NSCI 3368
PSYC 4468|PSYC 3368
PSYC 4468|SSCI 3368
PSYC 4468|PSYC 4468
PSYC 4468|NSCI 4468
PSYC 4468|SSCI 4468
PSYC 5538|PSYC 3333
PSYC 5538|PSYC 3363
PSYC 6638|PSYC 6638
PSYC 6643|PSYC 6641
PSYC 6665|PSYC 3390
PSYC 6665|PSYC 3390
PSYC 6671|PSYC 6871
PSYC 6672|PSYC 6671
PSYC 6672|PSYC 6872
PSYC 6871|PSYC 6671
PSYC 6872|PSYC 6672
PSYC 6891|PSYC 6640
PSYC 6891|PSYC 6640
PSYC 6892|PSYC 6640
PSYC 6893|PSYC 6640
PSYC 6893|PSYC 6640
PSYC 6952|PSYC 6640
PSYC 6952|PSYC 6641
PSYC 6953|PSYC 6640
PSYC 6953|PSYC 6641
PSYC 6954|PSYC 6640
PSYC 6954|PSYC 6641
PSYC 6955|PSYC 6640
PSYC 6955|PSYC 6641
PSYC 6971|PSYC 6671
PSYC 6971|PSYC 6672
PSYC 6971|PSYC 6871
PSYC 6971|PSYC 6872
PSYC 6972|PSYC 6671
PSYC 6972|PSYC 6672
PSYC 6972|PSYC 6871
PSYC 6972|PSYC 6872
PSYC 6974|PSYC 6640
PSYC 6974|PSYC 6641
PA 4620|PA 3800
PA 4630|PA 3800
PA 5680|ACCT 2110
PA 5753|PA 5753
PA 5753|PA 5755
PA 6300|PA 6030
PA 6800|PA 6110
PA 6800|PA 6030
SERR 1112|SERR 1111
SSCI 3250|CAL 3250
SSCI 3250|SSCI 3250
SSCI 3250|NSCI 3250
SSCI 4468|NSCI 3368
SSCI 4468|PSYC 3368
SSCI 4468|SSCI 3368
SSCI 4468|PSYC 4468
SSCI 4468|NSCI 4468
SSCI 4468|SSCI 4468
SSCI 5950|SSCI 5950
SW 3002|SW 3001
SW 3022|SW 3021
SW 3200|SW 3001
SW 3200|SW 3021
SW 3250|SW 3001
SW 3250|SW 3021
SW 4001|SW 3002
SW 4001|SW 3022
SW 4002|SW 4001
SW 4011|SW 3002
SW 4011|SW 3022
SW 4012|SW 4001
SW 4012|SW 4011
SW 5973|SW 3010
SW 6011|SW 6041
SW 6011|SW 6042
SW 6012|SW 6011
SW 6013|SW 6012
SW 6014|SW 6013
SW 6021|SW 6081
SW 6022|SW 6021
SW 6022|SW 6082
SW 6023|SW 6022
SW 6023|SW 6083
SW 6024|SW 6023
SW 6024|SW 6084
SW 6032|SW 6041
SW 6032|SW 6042
SW 6042|SW 6041
SW 6062|SW 6061
SW 6063|SW 6062
SW 6064|SW 6063
SW 6081|SW 6021
SW 6082|SW 6081
SW 6082|SW 6022
SW 6083|SW 6082
SW 6083|SW 6023
SW 6084|SW 6083
SW 6084|SW 6024
SOC 3010|SOC 1000
SOC 3020|SOC 1000
SOC 3020|SOC 1000
SOC 3110|SOC 1000
SOC 3300|SOC 1000
SOC 3360|SOC 1000
SOC 3390|SOC 1000
SOC 3400|SOC 1000
SOC 3500|SOC 1000
SOC 3540|SOC 1000
SOC 3550|SOC 1000
SOC 3560|SOC 1000
SOC 3600|SOC 1000
SOC 3700|SOC 1000
SOC 3750|SOC 1000
SOC 3800|SOC 1000
SOC 4100|SOC 1000
SOC 5440|SOC 3010
SOC 5440|SOC 3070
SOC 5440|SOC 3110
SOC 5753|SOC 1000
SOC 5953|SOC 1000
SOC 5972|SOC 5971
SPAN 1112|SPAN 1111
SPAN 3051|SPAN 2112
SPAN 3051|SPAN 2252
SPAN 3061|SPAN 2262
SPAN 3303|SPAN 3301
SPAN 3303|SPAN 3302
SPAN 4403|SPAN 3301
SPAN 4403|SPAN 3302
SPAN 4403|SPAN 4404
SPAN 4407|SPAN 3301
SPAN 4411|SPAN 3301
SPAN 5502|SPAN 3301
SPAN 5502|SPAN 3302
SPAN 5502|SPAN 3303
SPAN 5502|SPAN 3305
SPAN 5502|SPAN 3307
SPAN 5502|SPAN 3309
SPAN 5502|SPAN 4402
SPAN 5502|SPAN 4403
SPAN 5502|SPAN 4404
SPAN 5504|SPAN 3301
SPAN 5504|SPAN 3302
SPAN 5504|SPAN 3303
SPAN 5504|SPAN 3305
SPAN 5504|SPAN 3307
SPAN 5504|SPAN 3309
SPAN 5504|SPAN 4402
SPAN 5504|SPAN 4403
SPAN 5504|SPAN 4404
SPAN 5506|SPAN 3301
SPAN 5506|SPAN 3302
SPAN 5506|SPAN 3303
SPAN 5506|SPAN 3305
SPAN 5506|SPAN 3307
SPAN 5506|SPAN 3309
SPAN 5506|SPAN 4402
SPAN 5506|SPAN 4403
SPAN 5506|SPAN 4404
SPAN 6608|SPAN 6606
SPAN 6620|SPAN 6606
SPAN 6625|SPAN 6606
SPAN 6630|SPAN 6606
SPAN 6650|SPAN 6606
SPAN 6651|SPAN 6606
SPAN 6653|SPAN 6606
SPAN 6654|SPAN 6606
SPAN 6655|SPAN 6606
SPAN 6656|SPAN 6606
SCM 3040|ADMN 2100
SCM 3500|ADMN 2100
SCM 3500|IST 3500
SCM 4450|SCM 3040
SCM 4700|SCM 3040
SCM 4750|ADMN 2100
SCM 5915|SCM 3040
SCM 5930|SCM 3040
SCM 6110|SCM 6070
SCM 6600|SCM 6070
SCM 6620|IST 6090
SCM 6620|IST 6620
SCM 6620|SCM 6620
TA 2132|TA 2131
TA 3143|TA 1140
TA 3143|TA 2131
TA 3240|TA 1140
TA 3240|TA 1141
TA 3310|TA 2131
TA 3320|TA 2132
TA 3320|TA 2132
TA 3330|TA 2132
TA 3340|TA 2132
TA 3350|TA 2132
TA 3711|TA 2711
TA 3712|TA 2712
TA 3713|TA 2713
TA 3714|TA 2714
TA 4171|TA 4170
TA 4242|TA 3240
TA 4330|TA 2131
TA 4340|TA 2131
TA 4350|TA 2131
TA 4450|TA 3410
TA 4451|TA 4440
TA 4510|TA 3240
TA 4643|TA 1140
TA 4643|TA 2131
TA 5440|TA 4440
